PubChem CID,IC50 (nM),pIC50,Ligand SMILES
146012007,3.96,8.4023,CN(C)S(=O)(=O)c1ccc(Nc2nn(c3cc[nH]c(=O)c23)C2(CC#N)CCN(CC2)C(=O)C23CC4C[C@H](C[C@H](C4)C2)C3)cc1
136215166,4.1,8.3872,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-n3cccn3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1
146012061,4.14,8.383,OC1CC[C@](CC#N)(CC1)n1nc(Nc2ccc(cc2)C(F)(F)F)c2c1cc[nH]c2=O
136215149,4.2,8.3768,CNC(=O)c1n[nH]c2cc(nc(NCc3cc(F)ccc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215170,4.3,8.3665,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(-c3nc(C)c[nH]3)c2c(NCc2ccccc2N(C)S(C)(=O)=O)n1
146011935,4.34,8.3625,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(c3cc[nH]c(=O)c23)[C@]2(CC#N)CCOC2)cc1
136214481,4.4,8.3565,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)C(C)(OC)C(F)(F)F)c2c1cc[nH]c2=O
58293189,4.45,8.3516,COc1ccccc1CS(=O)(=O)[C@H]1CCN(C1)S(=O)(=O)C[C@H]1CC[C@@H](CC1)N(C)c1ncnc2[nH]ccc12
136215177,4.5,8.3468,CN(c1ccc(O)cc1CNc1nc(cc2[nH]nc(C(=O)Nc3ccc(NCCO)nc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
146011838,4.53,8.3439,CC1(C)OC(=O)c2ccc(Nc3nn(c4cc[nH]c(=O)c34)C3(CC#N)CCCC3)cc12
71288724,4.6,8.3372,CC[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1nn(C)c2cc(Cl)ccc12)C(=O)N1CC(C1)C#N
136215662,4.7,8.3279,CN(c1ccc(C)cc1CNc1nc(cc(N)c1C(=N)C(N)=O)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
146011756,4.74,8.3242,COC(=O)[C@H]1CC[C@@](CC#N)(CO1)n1nc(Nc2ccc(cc2)S(C)(=O)=O)c2c1cc[nH]c2=O
146011839,4.76,8.3224,CC(C)(C)OC(=O)c1ccc(Nc2nn(c3cc[nH]c(=O)c23)C2(CC#N)CCCC2)cc1
58293082,4.79,8.3197,CN([C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](C2)S(=O)(=O)CCc2ccccc2)CC1)c1ncnc2[nH]ccc12
136215637,4.9,8.3098,CN(c1ccccc1CNc1nc(nc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
118253658,5,8.301,CC[C@H]1CN(C[C@H]1Nc1c(cnn2cc(nc12)-c1cnn(C)c1)C(N)=O)C(=O)C1(CC1)C#N
58293114,5.03,8.2984,CN([C@H]1CC[C@H](CS(=O)(=O)N2CCC(O)(CC2)c2ccccc2)CC1)c1ncnc2[nH]ccc12
72202249,5.1,8.2924,Cc1cnc(Nc2ccc(cc2)N2CCOCC2)nc1-c1cc2CN(CCc2o1)C(=O)CC#N
58293182,5.22,8.2823,CN([C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@@H](C2)c2ccccc2)CC1)c1ncnc2[nH]ccc12
135374742,5.25,8.2798,COc1cc(Nc2cc(O[C@@H]3CC[C@@H](CC3)NC[C@@H](O)C(F)(F)F)cc3n(C)cnc23)nn1C
136215229,5.3,8.2757,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)c3cn(C)cn3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
135374917,5.35,8.2716,Cc1cc(Nc2cc(O[C@@H]3CC[C@@H](CC3)NC[C@@H](O)C(F)F)cc3n(C)cnc23)nn1C
136215168,5.4,8.2676,CNC(=O)c1n[nH]c2nc(nc(NCc3ccccc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
146012065,5.41,8.2668,OC1CC[C@](CC#N)(CC1)n1nc(Nc2ccc(Cl)cc2)c2c1cc[nH]c2=O
138678751,5.43,8.2652,CCn1nc(Nc2cc(O[C@@H]3CC[C@@H](CC3)NC[C@@H](O)C(F)(F)F)cc3n(C)cnc23)cc1C
58293083,5.5,8.2596,CN([C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](C2)c2ccccc2F)CC1)c1ncnc2[nH]ccc12
136215641,5.6,8.2518,CN(c1ccc(O)cc1CNc1nc(nc(N)c1C(=N)c1nc2CNCCc2[nH]1)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215209,5.7,8.2441,CNC(=O)c1n[nH]c2cc(nc(NCc3ccc(O)cc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
129626884,5.8,8.2366,CC[C@@H]1CN(C[C@@H]1Nc1c(cnn2cc(nc12)-c1cn(C)nc1C)C(N)=O)C(=O)C1(CC1)C#N
136947887,6,8.2218,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(NCc2c(C)cccc2N(C)S(C)(=O)=O)n1
136215236,6.1,8.2147,CNC(=O)c1n[nH]c2cc(nc(NCc3cc(O)ccc3N(C)S(=O)(=O)c3cccnc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
91937390,6.2,8.2076,CS(=O)(=O)N1C[C@H](CF)[C@@H](C1)Nc1c(cnn2cc(cc12)-c1ccc(nc1)C(F)(F)F)C(N)=O
136215157,6.4,8.1938,CCN(c1ccccc1CNc1nc(cc2[nH]nc(C(=O)NC)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
58293164,6.5,8.1871,C[C@@H]1C[C@@H](CS(=O)(=O)N2CC[C@@H](CO)C2)CC[C@@H]1N(C)c1ncnc2[nH]ccc12
136214477,6.59,8.1811,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)[C@H](NC(C)(C)C)C(F)(F)F)c2c1cc[nH]c2=O
136215231,6.6,8.1805,CN(c1ccc(F)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
146011928,6.62,8.1791,Fc1cc(Nc2nn(c3cc[nH]c(=O)c23)[C@]2(CC#N)CCOC2)cc2c(Cl)ccnc12
129626849,6.7,8.1739,C[C@@H](O)Cn1cc(cn1)-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C[C@H]3C)c3ccc(cn3)C#N)c2n1
58293193,6.89,8.1618,CN([C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](C2)c2ccccc2)CC1)c1ncnc2[nH]ccc12
117882454,6.9,8.1612,OC(CNC(=O)[C@H]1CC[C@@H](CC1)c1nnn2cnc3[nH]ccc3c12)(c1ccc(F)cc1)C(F)(F)F
90367338,7,8.1549,CN(C(C1CC1)C1CC1)[C@@H]1CC[C@@H]([C@H](C1)C#N)n1cc(C(N)=O)c(Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)n1
78324010,7.1,8.1487,FC(F)CNC[C@H]1CC[C@@H](CC1)N1CN(C2CC2)C(=O)c2cnc3[nH]ccc3c12
136215110,7.2,8.1427,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2c(C1)cccc2C(=O)NCc1ccccc1
146011767,7.27,8.1385,CC(C)(C)OC(=O)N1CC(CC#N)(C1)n1nc(Nc2ccc(cc2)S(=O)(=O)C(F)(F)F)c2c1cc[nH]c2=O
136215244,7.3,8.1367,CN(c1ccccc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1cccnc1
58293202,7.34,8.1343,CN([C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](C2)S(=O)(=O)Cc2ccccc2)CC1)c1ncnc2[nH]ccc12
91937368,7.5,8.1249,CC[C@@H]1CN(CC[C@H]1Nc1c(cnn2cc(cc12)-c1cnn(C)c1)C(N)=O)C(=O)CC(F)(F)F
117882441,7.6,8.1192,OC1(CCN(C[C@H]2CC[C@@H](CC2)c2nnn3cnc4[nH]ccc4c23)CC1)c1ccc(Cl)c(c1)C(F)(F)F
91669309,7.7,8.1135,Oc1cc(CC(F)(F)F)c(cc1F)-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C(=O)c1ccc(F)cc1
136215258,7.8,8.1079,CCS(=O)(=O)N(C)c1ccccc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
91937386,8,8.0969,COc1ccc(cn1)-c1cc2c(N[C@H]3CCN(CC3(C)C)C(=O)[C@H](C)O)c(cnn2c1)C(N)=O
136947902,8.1,8.0915,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCC(C1)S(=O)(=O)N(C)C
129626846,8.3,8.0809,CCn1cc(cn1)-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C[C@H]3C)c3ncc(cn3)C#N)c2n1
58293150,8.34,8.0788,CN([C@H]1CC[C@H](CS(=O)(=O)N2CC[C@](C)(O)C2)CC1)c1ncnc2[nH]ccc12
91669291,8.4,8.0757,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)S(=O)(=O)c1ccc(nc1)N1CCOCC1
136214476,8.43,8.0742,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)[C@@H](NC(C)(C)C)C(F)(F)F)c2c1cc[nH]c2=O
136215118,8.5,8.0706,CCCCN(c1ccccc1CNc1nc(cc2[nH]ncc12)-c1cc(F)c(O)cc1CC)S(C)(=O)=O
136215198,8.7,8.0605,CNC(=O)c1n[nH]c2nc(nc(NCc3ccccc3N(CCO)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136214457,8.85,8.0531,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)[C@@]2(CCCCCN2)C(F)(F)F)c2c1cc[nH]c2=O
71607865,8.9,8.0506,ClC[C@H]1CC[C@@H](CC1)c1nnn2cnc3[nH]ccc3c12
91937369,9,8.0458,CC[C@@H]1CN(CC[C@H]1Nc1c(cnn2cc(cc12)-c1cnn(C)c1)C(N)=O)C(=O)[C@@H](C)O
136215193,9.3,8.0315,CC(CO)CNc1nc(nc2[nH]nc(-c3nc4CN(Cc5ccccc5)CCc4[nH]3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
129626859,9.6,8.0177,C[C@@H]1CN(C[C@@H]1Nc1c(cnn2cc(nc12)-c1cnn(C[C@H](O)C(F)(F)F)c1)C(N)=O)c1ccc(cn1)C#N
136215114,9.7,8.0132,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2cc(F)ccc2C1
126715392,10,8,COc1nn(C)cc1Nc1ncc(C)c(n1)-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12
136215107,10.1,7.9957,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2cc(OCCOC)ccc2C1
136214445,10.2,7.9914,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)C2CCN(CC(F)(F)F)CC2)c2c1cc[nH]c2=O
136215228,10.3,7.9872,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)c3cn[nH]c3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
58293197,10.4,7.983,CN([C@H]1CC[C@H](CS(=O)(=O)N2CCN(CC2)c2ncccc2C(=O)NC2CC2)CC1)c1ncnc2[nH]ccc12
136215205,10.5,7.9788,CS(=O)(=O)N(CCO)c1ccccc1CNc1nc(nc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215241,10.6,7.9747,CN(c1ccccc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1C1CC1)S(C)(=O)=O
136215106,10.7,7.9706,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2cc(ccc2C1)-n1cnc(C)c1
68358923,10.9,7.9626,Cn1nccc1-c1cc2c(N[C@@H]3C[C@@H](O)[C@@H](O)C3(C)C)c(cnn2c1)C(N)=O
89471112,11,7.9586,C[C@H](N[C@@H]1CC[C@@H]([C@H](C1)C#N)n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1)C1CC1
118253752,11.6,7.9355,CC[C@H]1CN(C[C@H]1Nc1c(cnn2cc(nc12)-c1cnn(C[C@H](O)C(F)(F)F)c1)C(N)=O)C(=O)C1(CC1)C#N
146011772,11.7,7.9318,CC(C)(C)OC(=O)[C@H]1CC[C@](CC#N)(CO1)n1nc(Nc2ccc(cc2)[C@H](N)C(F)(F)F)c2c1cc[nH]c2=O
146011770,11.8,7.9281,CC(C)(C)OC(=O)[C@H]1CC[C@](CC#N)(CO1)n1nc(Nc2ccc(cc2)[C@@H](N)C(F)(F)F)c2c1cc[nH]c2=O
136215253,12.1,7.9172,CCN(c1ccc(F)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
129626883,12.3,7.9101,CC[C@@H]1CN(C[C@@H]1Nc1c(cnn2cc(nc12)-c1ccnn1C)C(N)=O)C(=O)C1(CC1)C#N
146011753,12.6,7.8996,CS(=O)(=O)c1ccc(Nc2nn(c3cc[nH]c(=O)c23)[C@@]2(CC#N)CCCOC2)cc1
68358761,12.7,7.8962,C[C@@]1(N)CC[C@H](Nc2c(cnn3cc(cc23)-c2ccc(cc2)C#N)C(N)=O)C1(C)C
146011752,13.5,7.8697,CN(C)S(=O)(=O)c1ccc(Nc2nn(c3cc[nH]c(=O)c23)[C@@]2(CC#N)CCCOC2)cc1
136215151,13.6,7.8665,CNC(=O)c1n[nH]c2cc(nc(NCc3cc(Cl)ccc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
91754540,13.7,7.8633,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2cc(Cc3ccc4C=CCNc4n3)cnc2[nH]1
136215104,13.8,7.8601,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2ccc(OC)c(OC)c2C1
136214452,13.9,7.857,CCC1(CCN(CC1)C(=O)OC(C)(C)C)n1nc(Nc2ccc(cc2)[C@]2(CCCCCN2)C(F)(F)F)c2c1cc[nH]c2=O
89470730,14,7.8539,NC(=O)c1cn(nc1Nc1ccc(cc1)[C@H](O)C(F)(F)F)[C@H]1COCC[C@@H]1C#N
136215221,14.2,7.8477,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)c3cccnc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215246,14.6,7.8356,CN(c1ccc(Cl)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215642,14.7,7.8327,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)NCCO)c12)-c1cc(F)c(O)cc1CC(F)(F)F
118253759,14.8,7.8297,CC[C@H]1CN(C[C@H]1Nc1c(cnn2cc(nc12)-c1cnn(CC)c1)C(N)=O)C(=O)C1(CCC1)C#N
136215115,14.9,7.8268,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2cccc(OC)c2C1
136215183,15.7,7.8041,CNC(=O)c1n[nH]c2nc(nc(NCc3ccccc3N(C)S(=O)(=O)NC)c12)-c1cc(F)c(O)cc1CC(F)(F)F
58180521,16,7.7959,CCn1c(cc2c1nc(Nc1cc(C)[nH]n1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
146012078,16.1,7.7932,CN(C)[C@H]1CC[C@](CC#N)(CC1)n1nc(Nc2ccc3c(CN(C(C)(C)C)S3(=O)=O)c2)c2c1cc[nH]c2=O
136215243,16.2,7.7905,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)c3ccc(C)nc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215247,16.3,7.7878,CNC(=O)c1n[nH]c2cc(nc(NCc3cc(C)cnc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
129626855,16.9,7.7721,COC[C@H](O)Cn1cc(cn1)-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C[C@H]3C)c3ncc(cn3)C#N)c2n1
71285696,17,7.7696,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1nn(C)c2cc(F)ccc12)C(=O)N1CC(C1)C#N
91755099,17.3,7.762,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)-c2ccc(nc2)N2CCCC2)C(N)=O)C1(C)C
66547091,17.4,7.7595,C[C@]1(O)CCCC[C@@H]1Nc1c(cnn2cc(cc12)-c1ccccc1)C(N)=O
136215161,17.5,7.757,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2ccccc2N(C)S(=O)(=O)c2ccccc2)n1
135138197,17.7,7.752,COc1cc(Nc2nn(cc2C(N)=O)[C@@H]2COCC[C@H]2C#N)cc(F)n1
89473607,18,7.7447,CC(F)(F)C(=O)N1CC[C@](CC#N)([C@H](F)C1)n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1
136215123,18.1,7.7423,CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(n1)N(CCN1CCOCC1)Cc1ccccc1N(C)S(C)(=O)=O
136215155,18.5,7.7328,CNC(=O)c1n[nH]c2cc(nc(NCC3CCCC3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
129626850,18.6,7.7305,C[C@@H](O)Cn1cc(cn1)-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C[C@H]3C)c3ncc(cn3)C#N)c2n1
91669293,18.9,7.7235,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CCN(CCc2[nH]1)C(=O)c1cc(ccn1)C#N
58180591,19,7.7212,CCn1c(cc2c1nc(Nc1nc(C)c(s1)C(=O)NC)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
129626851,19.3,7.7144,C[C@@H]1CN(C[C@@H]1Nc1c(cnn2cc(nc12)-c1cnn(CC(C)(C)O)c1)C(N)=O)c1ncc(cn1)C#N
136215122,19.5,7.71,CCCCN(c1ccccc1CN(C)c1nc(cc2[nH]ncc12)-c1cc(F)c(O)cc1CC)S(C)(=O)=O
118253734,19.8,7.7033,CC(C)(C#N)C(=O)N1C[C@H](CF)[C@@H](C1)Nc1c(cnn2cc(nc12)-c1cn[nH]c1)C(N)=O
136215194,19.9,7.7011,CN(c1ccccc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
89462233,20,7.699,NC(=O)c1cn(nc1Nc1ccnc(F)c1)C1(CC#N)CCC(CC1)NCc1ccccc1
129626848,20.5,7.6882,C[C@H](O)Cn1cc(cn1)-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C[C@H]3C)c3ncc(cn3)C#N)c2n1
136215176,20.9,7.6799,CN(c1ccccc1CNc1nc(cc2[nH]nc(-c3nnc([nH]3)-c3ccc(C)nc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
91937362,21,7.6778,CC1(C)CN(CC[C@H]1Nc1c(cnn2cc(cc12)N1CC(CC1=O)c1ccccc1)C(N)=O)c1ccc(cn1)C#N
136215225,21.1,7.6757,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)N(C)C)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215131,21.6,7.6655,CN(c1ccc(C)cc1CNc1nc(cc2[nH]ncc12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
58180518,22,7.6576,CCn1c(cc2c1nc(Nc1nc(C(=O)NC)c(C)s1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
44626178,23,7.6383,O=C(Nc1nc2cccc(-c3ccc(NS(=O)(=O)C4CC4)cc3)n2n1)C1CC1
136215242,23.3,7.6326,CN(c1ccccc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccc(nc1)N1CCOCC1
91755107,25.1,7.6003,COc1ncc(cn1)-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(cnn2c1)C(N)=O
136215652,25.3,7.5969,CN(c1ccc(O)cc1CNc1nc(cc(N)c1C(=N)C(N)=O)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
136215257,25.5,7.5935,CCc1cc(O)cc(C)c1-c1cc2[nH]ncc2c(NCc2ccccc2N(C)S(C)(=O)=O)n1
136215653,25.8,7.5884,CNC(=O)C(=N)c1c(N)cc(nc1NCc1nccnc1N(C)S(=O)(=O)c1ccccc1)-c1cc(F)c(O)cc1CC(F)(F)F
138403388,26,7.585,CN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136215214,27.4,7.5622,CNC(=O)c1n[nH]c2nc(nc(NCc3cc(O)ccc3N(C)S(=O)(=O)c3ccccc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215173,27.5,7.5607,CN(c1ccccc1CNc1nc(cc2[nH]nc(-c3nnc(C)[nH]3)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215252,27.6,7.5591,CCN(c1ccc(Cl)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
117769174,28,7.5528,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)-c2cncnc2)C(N)=O)C1(C)C
136215660,28.7,7.5421,CCN(c1ccc(C)cc1CNc1nc(cc(N)c1C(=N)C(N)=O)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215172,29.6,7.5287,CN(c1ccccc1CNc1nc(cc2[nH]nc(C(=O)Nc3ccc(C)nc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
91755102,30,7.5229,CC(=O)Nc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(cnn2c1)C(N)=O
136215218,30.5,7.5157,CN(c1ccc(O)cc1CNc1nc(nc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
136215659,30.6,7.5143,CCN(c1ncc(C)cc1CNc1nc(cc(N)c1C(=N)C(N)=O)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
71288602,31,7.5086,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1nn(C)c2cc(Cl)ccc12)C(=O)N1CC(C1)C#N
155550462,32,7.4949,COc1ccc(cn1)-c1cc2c(N[C@H](CO)CC3CC3)c(cnn2c1)C(N)=O
136215165,32.3,7.4908,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(N[C@@H](C)c2ccccc2N(C)S(C)(=O)=O)n1
136215226,32.9,7.4828,CCNC(=O)c1n[nH]c2cc(nc(NCc3nccnc3N(CC)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
91755106,35.2,7.4535,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)-c2cncc(c2)C(O)=O)C(N)=O)C1(C)C
68292519,37.3,7.4283,C[C@@]1(O)CC[C@@H](CC1)Nc1c(cnn2cc(cc12)-c1cncnc1N)C(N)=O
71288539,38,7.4202,COc1ccc2c(nn(C)c2c1)-c1cnc2[nH]cc(C(=O)N[C@H](C)C(=O)N3CC(C3)C#N)c2n1
136215249,38.4,7.4157,CN(c1ncc(C)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215112,39.4,7.4045,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2c(Cl)cccc2C1
136215217,39.9,7.399,CNC(=O)c1n[nH]c2cc(nc(NCc3cc(O)ccc3N(C)S(=O)(=O)c3ccccc3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
58180639,40,7.3979,CCn1c(cc2c1nc(Nc1nc(C)c(s1)S(C)(=O)=O)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
136215126,40.4,7.3936,CCN(Cc1cc(C)ccc1N(C)S(C)(=O)=O)c1nc(cc2[nH]ncc12)-c1cc(F)c(O)cc1CC
146011720,40.8,7.3893,CC(C)(C)OC(=O)N1CC(CC#N)(C1)n1nc(NC2CC2)c2c1cc[nH]c2=O
138403474,41,7.3872,CC(C)(C)OC(=O)CN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136215190,41.2,7.3851,CNC(=O)c1n[nH]c2nc(nc(NCc3nccnc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
57502388,43,7.3665,CN1CCC(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1
136215137,43.8,7.3585,CCc1cc(O)c(F)cc1-c1cc2[nH]ncc2c(n1)N(CCc1ccc(NS(C)(=O)=O)cc1)Cc1ccccc1N(C)S(C)(=O)=O
138403399,44,7.3565,CCN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136215255,44.1,7.3556,CCN(c1ncc(Cl)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
136215256,44.8,7.3487,CN(c1ncc(Cl)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(C)(=O)=O
91669289,46,7.3372,CCc1cc(O)c(F)cc1-c1ccc2c(n[nH]c2c1)-c1nc2CN(CCc2[nH]1)C(=O)c1ccsn1
68358581,46.4,7.3335,Cn1nccc1-c1cc2c(N[C@@H]3CC[C@](C)(O)C3(C)C)c(cnn2c1)C(N)=O
89765129,48,7.3188,CCn1c(cc2c1nc(Nc1nc(C)c(s1)C(=O)N1CCS(=O)(=O)CC1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
138403483,49,7.3098,COCC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
146011708,49.9,7.3019,CC(C)(C)OC(=O)N1CCC(CC#N)(CC1)n1nc(NCC2CC2)c2c1cc[nH]c2=O
136215195,50,7.301,CSCCNc1nc(cc2[nH]nc(-c3nc4CN(Cc5ccccc5)CCc4[nH]3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
136215197,50.5,7.2967,CN(c1ccccc1CNc1nc(nc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
71288607,51,7.2924,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1nn(C)c2cc(ccc12)C#N)C(=O)N1CC(C1)C#N
146012069,52.2,7.2823,FC(F)(F)Oc1ccc(Nc2nn(c3cc[nH]c(=O)c23)[C@]2(CC#N)CC[C@@H](CC2)NC2CCCCC2)cc1
