PubChem CID,IC50 (nM),pIC50,Ligand SMILES
89879958,9260,5.0334,CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1cccc(n1)C(F)(F)F
137637593,10000,5,CC1CN(Cc2cc(ccc12)C(=O)Nc1cc(ccc1CN1CCN(C)CC1)C(F)(F)F)c1cncnc1
89884371,10100,4.9957,CCS(=O)(=O)c1ccc(Cl)cc1Cn1c(=O)[nH]c2cc(Cc3ccncc3)c(cc2c1=O)C(F)(F)F
89884366,10300,4.9872,CCS(=O)c1ccncc1Cn1c(=O)[nH]c2ccc(cc2c1=O)C(F)(F)F
117922513,10660,4.9722,CS(=O)(=O)n1cccc1Cn1c(=O)[nH]c2ccc(cc2c1=O)C(F)(F)F
155546287,13000,4.8861,FC(F)(F)c1c(cnn1-c1ccccc1)C(=O)NCc1ccc(cc1)C(=O)NCCCC1CCCCC1
89879840,13300,4.8761,CCS(=O)(=O)c1cnccc1CNC(=O)c1cc(Cl)cc(c1)C(F)(F)F
117920531,21200,4.6737,CS(=O)(=O)c1ccc(F)cc1CNC(=O)c1cccc(c1)C(F)(F)F
117922066,25900,4.5867,CCS(=O)(=O)c1cnccc1Cn1c(=O)[nH]c2ccc(cc2c1=O)C(F)(F)F
89879851,26100,4.5834,CCS(=O)(=O)n1cccc1CNC(=O)c1cccc(c1)C(F)(F)F
5291,31000,4.5086,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1
122504987,42840,4.3682,CS(=O)(=O)c1ccc(F)cc1Cn1cnc2ccc(cc2c1=O)C(F)(F)F
130301883,47593,4.3225,FC(F)(F)CNC(=O)CN1C(=O)C2(CCN(C2)C(=O)c2ccc3[nH]ncc3c2)c2c1cccc2Cl
89879976,61300,4.2125,CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1ccc(NC2CCNCC2)c(OC)c1
117920477,66000,4.1805,CSc1ccc(F)cc1CNC(=O)c1cccc(c1)C(F)(F)F
132274453,118800,3.9252,CCS(=O)(=O)c1ccc(Cl)cc1NNC(=O)c1cc(C)[nH]c(=O)c1
132274454,139800,3.8545,CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1c[nH]c(=O)c(c1)C(F)(F)F
